Order Date,Segment,Market,Sales,Quantity,Profit
24-10-2014,Corporate,US,240.744,4,-13.7568
25-02-2013,Consumer,APAC,834.75,5,208.65
04-03-2013,Consumer,APAC,646.5375,7,-17.2725
08-05-2013,Consumer,APAC,785.79,3,369.27
19-11-2012,Consumer,LATAM,726.144,8,117.984
02-03-2012,Consumer,EU,815.103,3,-90.567
10-04-2013,Home Office,LATAM,414.72,3,99.48
10-02-2011,Corporate,EU,821.52,2,353.22
08-10-2014,Home Office,US,580.672,4,65.3256
16-11-2012,Corporate,LATAM,582.912,3,43.692
16-11-2012,Consumer,APAC,914.28,2,91.38
12-06-2012,Corporate,APAC,437.481,3,58.311
22-09-2014,Home Office,APAC,686.7,5,343.35
15-12-2011,Consumer,LATAM,923.58,7,9.1
07-06-2013,Consumer,APAC,426.6,5,34.05
23-02-2012,Corporate,EU,487.62,6,243.72
16-06-2012,Consumer,EMEA,520.08,1,140.4
18-02-2013,Consumer,LATAM,985.248,4,-936.032
22-03-2012,Consumer,US,447.944,7,89.5888
01-08-2013,Consumer,EU,441.9,3,30.87
28-06-2011,Home Office,EU,662.832,2,99.372
18-05-2011,Corporate,LATAM,697.584,4,-209.296
10-01-2011,Corporate,EMEA,142.38,6,63.9
02-04-2013,Consumer,US,1317.492,6,292.776
25-07-2013,Consumer,EU,453.681,3,65.511
09-08-2013,Corporate,Africa,525.78,4,-771.18
14-06-2014,Home Office,LATAM,666.84,6,246.72
20-10-2014,Consumer,APAC,884.448,8,308.928
05-12-2011,Consumer,APAC,809.7,10,372.3
27-03-2012,Home Office,EU,577.665,5,211.665
09-10-2014,Consumer,Africa,197.88,4,31.56
06-06-2014,Home Office,APAC,743.58,2,-66.12
14-08-2014,Consumer,US,1614.582,6,-1237.8462
21-11-2012,Consumer,LATAM,264.56,2,47.6
05-03-2012,Consumer,APAC,409.239,1,118.209
12-10-2011,Home Office,EU,220.32,5,56.22
16-09-2011,Consumer,EU,861.6,5,198.15
04-09-2012,Consumer,EU,570.24,12,279.36
08-11-2012,Corporate,APAC,884.52,4,-341.28
31-12-2012,Home Office,EU,509.04,3,114.48
05-09-2013,Consumer,APAC,575.694,2,57.534
12-08-2013,Corporate,APAC,989.04,2,88.98
16-12-2011,Corporate,US,1403.92,5,70.196
25-03-2013,Consumer,APAC,672.72,4,235.44
21-07-2014,Corporate,US,735.98,2,331.191
09-11-2013,Corporate,LATAM,680.82,7,129.22
07-05-2013,Corporate,APAC,497.64,2,179.1
03-09-2012,Corporate,EU,182.58,2,16.38
02-04-2013,Consumer,US,263.88,6,71.2476
24-12-2012,Consumer,Africa,527.46,2,226.8
04-08-2014,Corporate,EU,400.788,3,26.658
28-10-2014,Home Office,LATAM,566,5,84.9
26-02-2013,Corporate,EU,439.02,9,219.51
28-05-2013,Consumer,US,1297.368,9,97.3026
20-01-2014,Consumer,EU,565.362,7,65.772
25-03-2013,Consumer,APAC,798.75,3,311.49
15-01-2014,Corporate,APAC,305.3925,7,8.0325
15-11-2011,Consumer,US,604.656,9,204.0714
28-08-2014,Corporate,US,879.984,2,329.994
23-12-2011,Consumer,US,424.272,2,-10.6068
14-08-2013,Consumer,LATAM,420.864,3,-631.296
12-06-2012,Consumer,Africa,513.12,2,215.46
24-08-2012,Consumer,US,587.97,3,170.5113
14-11-2014,Corporate,US,629.95,5,163.787
21-12-2012,Home Office,US,600.53,2,137.264
13-04-2012,Consumer,US,710.832,3,-97.7394
02-11-2011,Home Office,US,799.92,10,239.976
13-05-2014,Consumer,EMEA,1421.52,8,468.96
25-04-2014,Home Office,EU,402.78,7,92.61
27-02-2013,Consumer,EU,743.13,3,349.2
12-02-2014,Consumer,LATAM,681.744,7,187.404
16-04-2013,Home Office,US,408.744,7,76.6395
23-09-2014,Consumer,Africa,562.68,4,5.52
11-12-2014,Consumer,US,426.79,7,123.7691
05-03-2012,Consumer,LATAM,607.36,2,133.6
11-07-2012,Consumer,APAC,342.54,2,92.46
08-09-2014,Home Office,EMEA,628.2,2,263.82
06-08-2014,Corporate,EU,727.5,5,43.65
08-12-2011,Consumer,EU,992.9955,7,-0.0945
21-12-2012,Corporate,LATAM,1214.72,4,267.2
28-11-2014,Consumer,LATAM,536.8,11,85.8
25-07-2012,Consumer,LATAM,1731.1,5,17.3
16-07-2013,Home Office,APAC,633.18,2,132.96
17-01-2014,Corporate,EU,637.2,5,49.5
18-08-2011,Home Office,EU,639.66,2,159.9
11-06-2013,Consumer,LATAM,409.7,5,106.5
13-04-2012,Consumer,LATAM,1386.88,4,582.48
17-08-2012,Corporate,EMEA,1124.58,2,281.1
23-08-2011,Corporate,APAC,811.134,9,-36.126
12-12-2014,Consumer,EU,661.905,5,-36.795
06-10-2012,Corporate,APAC,1199.76,4,395.88
21-09-2013,Consumer,APAC,934.86,2,439.38
12-06-2014,Home Office,US,215.592,3,-48.5082
13-10-2014,Corporate,US,595,5,95.2
23-11-2011,Home Office,EMEA,312.912,2,-78.228
01-11-2011,Home Office,EMEA,593.64,12,94.68
10-12-2014,Consumer,Africa,413.28,1,74.37
19-01-2012,Home Office,APAC,587.16,4,146.76
16-05-2012,Consumer,LATAM,659.52,4,263.76
15-12-2014,Consumer,US,974.988,4,-97.4988
22-09-2012,Consumer,APAC,753.72,2,60.24
30-11-2012,Consumer,APAC,280.26,6,128.88
20-10-2014,Consumer,LATAM,562.68,6,22.44
09-12-2011,Consumer,US,1079.976,4,125.9972
28-01-2013,Consumer,EMEA,695.76,4,34.68
05-10-2012,Consumer,LATAM,1002.95008,4,168.79008
28-03-2014,Consumer,EU,711.858,7,293.118
27-04-2014,Corporate,LATAM,591.0156,7,194.1156
28-08-2014,Corporate,LATAM,870.24,2,295.88
05-09-2012,Consumer,LATAM,333.96,5,-200.44
26-08-2014,Consumer,APAC,346.113,3,49.923
15-11-2013,Consumer,APAC,666.72,4,73.32
02-02-2011,Consumer,US,468.9,6,206.316
08-08-2012,Consumer,EMEA,570.96,4,256.92
10-11-2011,Home Office,EU,603.72,5,-6.78
24-11-2011,Consumer,APAC,863.4951,9,-224.8749
22-06-2012,Consumer,US,1217.568,2,456.588
19-04-2014,Consumer,EU,316.05,7,104.16
09-06-2014,Corporate,EU,624.18,2,43.68
25-11-2011,Corporate,US,1218.735,5,-121.8735
16-10-2011,Corporate,LATAM,601.55448,3,-1.20552
06-12-2013,Consumer,US,699.98,2,195.9944
24-04-2012,Consumer,LATAM,274.416,3,-48.024
01-06-2011,Corporate,LATAM,482.48,2,130.24
12-06-2013,Consumer,APAC,481.68,2,77.04
27-08-2014,Corporate,EMEA,588.36,4,29.4
15-11-2014,Consumer,EU,735.39,3,250.02
09-09-2014,Corporate,EU,368.226,3,44.946
08-11-2012,Corporate,APAC,967.56,4,474
27-06-2014,Home Office,EU,619.4205,9,218.4705
17-05-2013,Consumer,US,552.56,4,0
24-04-2012,Consumer,APAC,558.6315,5,80.7315
03-04-2013,Consumer,LATAM,1098.96,5,233.46
08-04-2011,Corporate,US,1215.92,8,316.1392
05-11-2013,Consumer,US,192.8,4,55.912
02-08-2013,Corporate,US,1039.728,2,90.9762
06-06-2013,Consumer,APAC,254.16,1,40.65
05-10-2013,Consumer,LATAM,1715.056,7,300.076
12-11-2014,Corporate,EU,330.156,1,80.676
24-06-2014,Home Office,APAC,402.894,6,53.694
30-06-2014,Corporate,EU,535.734,3,41.634
13-09-2012,Consumer,LATAM,535.68,10,-267.92
23-09-2011,Corporate,LATAM,567.8,5,158.9
20-12-2012,Consumer,EU,1478.25,5,132.9
10-05-2013,Consumer,EU,1178.01,5,12.96
15-02-2012,Corporate,US,699.98,2,195.9944
03-04-2014,Home Office,US,411.8,2,70.006
27-05-2011,Consumer,EU,324,6,-25.2
22-08-2013,Consumer,APAC,399.5775,7,31.8675
07-02-2014,Home Office,EMEA,798.84,12,351.36
12-06-2014,Corporate,APAC,1217.58,7,267.75
12-09-2014,Home Office,EU,236.952,4,78.912
16-04-2014,Consumer,APAC,750.6,5,-33.45
29-11-2012,Home Office,APAC,343.17,10,11.37
23-10-2014,Corporate,EU,325.68,4,153
22-11-2014,Consumer,APAC,1892.25,5,927.15
10-10-2012,Consumer,APAC,235.3086,2,-12.6714
29-08-2012,Consumer,EU,342.225,5,140.625
05-09-2014,Consumer,US,487.984,2,152.495
16-08-2013,Consumer,APAC,921.978,2,216.918
21-11-2012,Consumer,US,396.802,7,-11.3372
15-05-2013,Corporate,Africa,1025.4,4,399.84
24-04-2014,Consumer,EU,1190.304,12,14.544
11-10-2013,Consumer,LATAM,324.06,5,-162.04
30-06-2011,Consumer,LATAM,249.372,3,-157.968
22-07-2013,Consumer,APAC,502.0836,2,-48.4164
14-12-2011,Consumer,APAC,674.6904,4,219.4104
10-12-2011,Home Office,APAC,671.892,2,-211.728
24-01-2011,Corporate,EU,591.3,2,53.16
08-11-2014,Consumer,EU,890.052,4,-41.988
04-02-2011,Consumer,APAC,440.88,4,39.6
05-11-2014,Corporate,LATAM,1053.6884,5,441.2884
10-11-2012,Consumer,US,577.584,6,43.3188
24-09-2012,Consumer,APAC,947.7,3,28.35
16-12-2011,Home Office,US,241.568,2,18.1176
13-12-2014,Consumer,EMEA,524.58,2,57.66
27-06-2013,Consumer,APAC,930,2,158.1
12-11-2011,Consumer,US,629.064,3,31.4532
19-11-2013,Consumer,LATAM,581.67432,6,62.91432
23-08-2014,Consumer,US,210.008,1,2.6251
18-12-2012,Consumer,US,646.776,9,-145.5246
11-06-2013,Consumer,US,1335.68,4,-217.048
19-10-2012,Home Office,EU,335.502,6,-18.738
12-08-2014,Home Office,EU,623.7,2,37.38
24-05-2011,Consumer,APAC,955.17,3,429.75
16-12-2014,Corporate,APAC,831.4608,2,230.3808
20-09-2013,Corporate,EMEA,625.02,2,6.24
04-11-2014,Consumer,APAC,443.475,3,-381.465
28-11-2013,Consumer,LATAM,876.8428,5,375.9428
10-04-2014,Corporate,LATAM,851.57344,4,356.61344
02-07-2013,Corporate,APAC,871.08,7,165.48
30-09-2014,Corporate,EU,333.48,2,49.98
12-09-2014,Corporate,APAC,822.3,5,205.5
26-03-2014,Consumer,APAC,352.6587,3,4.1787
03-10-2012,Home Office,APAC,766.692,2,-178.908
01-03-2011,Consumer,Canada,246.48,4,105.96
26-03-2012,Corporate,LATAM,311.136,7,-165.984
22-10-2013,Corporate,US,661.176,2,-231.4116
11-10-2012,Consumer,EMEA,800.208,4,-1020.312
17-08-2013,Consumer,Canada,255.78,2,30.66
12-06-2013,Consumer,APAC,590.22,3,295.11
21-10-2011,Consumer,US,409.59,3,-122.877
25-12-2013,Home Office,US,540.048,3,-47.2542
13-03-2013,Consumer,LATAM,367,5,40.3
06-06-2012,Corporate,LATAM,351.68,7,0
18-06-2013,Consumer,US,319.41,5,7.098
21-06-2013,Consumer,EU,899.16,2,395.58
15-09-2011,Corporate,EU,784.782,2,270.282
15-06-2013,Corporate,APAC,620.496,4,-6.744
03-07-2014,Consumer,EU,433.95,11,25.74
08-04-2014,Home Office,US,620.6145,3,-248.2458
08-01-2011,Consumer,EU,986.904,6,-1011.636
31-01-2014,Corporate,APAC,490.3059,7,70.7259
08-06-2012,Consumer,APAC,426.36,11,122.43
24-07-2012,Consumer,LATAM,354.9,7,99.26
06-07-2011,Home Office,US,478.48,2,47.848
04-05-2012,Consumer,LATAM,720.64,2,72.04
10-07-2013,Consumer,APAC,473.472,1,120.972
09-06-2014,Consumer,APAC,445.95,3,80.19
04-07-2012,Consumer,EU,1488.24,3,372.06
15-12-2012,Consumer,US,262.864,7,69.0018
04-09-2013,Consumer,Africa,506.64,2,217.8
11-12-2014,Consumer,US,310.88,2,23.316
03-08-2011,Home Office,EMEA,360.96,8,140.64
14-08-2014,Consumer,EU,534.357,3,-0.063
23-11-2012,Consumer,EU,343.785,1,-105.795
24-11-2014,Corporate,EU,513.213,2,-90.567
29-08-2014,Consumer,LATAM,783.54976,7,312.44976
18-07-2012,Corporate,APAC,256.095,5,105.195
16-09-2014,Consumer,EU,637.08,2,261.18
05-08-2013,Corporate,APAC,309.3825,5,81.9825
28-04-2014,Consumer,APAC,553.635,5,-18.465
27-11-2012,Home Office,US,446.068,4,0
29-09-2014,Consumer,EU,338.688,8,109.008
15-04-2011,Corporate,LATAM,335.64,6,63.72
14-11-2012,Consumer,APAC,729.48,2,218.82
05-02-2013,Corporate,APAC,344.682,2,34.422
11-02-2014,Corporate,Canada,212.1,1,80.58
21-10-2012,Consumer,EU,154.77,7,27.72
30-07-2013,Corporate,APAC,256.74,2,25.62
18-10-2013,Consumer,Canada,617.28,2,123.42
21-06-2012,Corporate,LATAM,897.2,5,123.3
24-06-2014,Home Office,APAC,528.444,4,88.044
18-03-2013,Corporate,APAC,1021.14,6,112.32
25-11-2014,Consumer,EMEA,232.08,8,95.04
13-01-2012,Corporate,APAC,547.11,3,185.94
11-11-2011,Consumer,EU,952.29,5,-31.86
21-11-2012,Consumer,APAC,424.944,2,-84.996
29-04-2011,Home Office,EU,384.3,7,69.09
07-02-2014,Corporate,APAC,706.158,3,-117.702
21-07-2011,Corporate,US,657.93,5,-93.99
23-07-2013,Consumer,LATAM,348.34192,2,23.70192
07-09-2012,Corporate,US,791.964,6,-131.994
30-07-2014,Corporate,EU,261.954,6,63.954
28-12-2012,Corporate,APAC,517.92,2,227.88
16-07-2014,Home Office,EU,688.95,5,89.55
27-11-2014,Home Office,US,1879.96,4,545.1884
07-06-2014,Consumer,EU,875.7,7,420.21
16-10-2013,Home Office,EU,417,10,16.5
31-05-2011,Consumer,APAC,382.56,8,68.64
04-05-2013,Corporate,LATAM,288.84,3,28.86
09-11-2013,Corporate,EU,243.3,5,43.65
13-06-2014,Consumer,APAC,684.606,4,-63.234
27-07-2011,Consumer,LATAM,346.74,3,100.5
24-09-2013,Home Office,APAC,830.574,2,175.314
10-04-2014,Corporate,EU,643.977,2,166.617
12-11-2014,Consumer,EU,246.15,5,98.4
30-09-2014,Consumer,APAC,476.49,7,47.46
11-12-2013,Home Office,LATAM,960.64,8,278.56
28-02-2011,Consumer,LATAM,358,2,110.96
04-10-2011,Corporate,LATAM,285.20844,3,65.12844
19-06-2012,Home Office,APAC,529.92,4,21.12
17-09-2013,Consumer,APAC,364.59,3,153.09
14-10-2014,Consumer,LATAM,413.316,9,-144.684
27-05-2011,Consumer,EU,827.268,4,-394.572
27-09-2011,Corporate,EU,507.492,2,-0.048
26-08-2013,Corporate,Africa,1050.96,4,399.36
18-12-2013,Home Office,LATAM,478.7406,5,109.3406
03-09-2012,Consumer,US,666.248,1,-149.9058
28-06-2014,Corporate,Africa,879,2,35.16
15-08-2011,Consumer,EU,431.37,3,12.87
04-08-2011,Consumer,US,447.84,8,219.4416
12-12-2013,Corporate,LATAM,686.76,6,281.52
19-01-2013,Home Office,EMEA,307.008,6,-322.452
12-11-2014,Consumer,APAC,697.2,5,132.45
10-08-2012,Consumer,APAC,1001.1366,3,-233.2134
16-05-2013,Consumer,LATAM,501.248,2,37.568
19-02-2013,Home Office,EU,890.595,5,-0.105
26-10-2012,Home Office,APAC,724.8,2,333.36
27-12-2013,Corporate,US,902.712,3,33.8517
24-02-2014,Consumer,EMEA,395.82,2,39.54
05-07-2013,Consumer,LATAM,550.4,4,242.16
21-06-2013,Consumer,EU,506.43,3,192.42
22-09-2011,Consumer,US,579.528,4,83.7096
11-11-2013,Consumer,EU,1103.04,8,529.44
14-08-2014,Corporate,APAC,702.27,2,179.43
22-12-2014,Home Office,EU,1120.77,9,268.92
24-12-2014,Corporate,EU,379.53,3,159.39
18-04-2012,Corporate,US,244.768,4,24.4768
25-08-2011,Consumer,APAC,646.3044,6,77.8644
05-11-2012,Consumer,US,387.136,4,24.196
19-09-2011,Consumer,APAC,1968.03,5,262.38
17-06-2013,Corporate,APAC,381.915,3,-17.055
26-03-2014,Corporate,LATAM,503.51096,2,150.31096
01-11-2013,Corporate,US,1085.42,7,282.2092
03-11-2011,Consumer,US,783.96,4,219.5088
01-03-2011,Corporate,EU,704.55,5,288.75
01-12-2014,Home Office,US,546.06,3,163.818
30-12-2013,Consumer,LATAM,1564.56,10,-0.04
02-11-2012,Home Office,LATAM,467.32,7,219.52
05-06-2012,Corporate,APAC,661.851,3,286.731
16-01-2013,Corporate,Africa,634.74,2,215.76
24-06-2014,Corporate,EU,182.76,4,29.16
15-07-2013,Consumer,US,419.944,7,52.493
16-12-2013,Consumer,EMEA,1256.88,4,12.48
27-11-2012,Consumer,APAC,760.38,2,144.42
09-12-2013,Consumer,Africa,195.444,1,-195.456
27-05-2011,Corporate,US,567.12,10,-28.356
17-02-2012,Home Office,APAC,418.716,6,-132.624
16-02-2013,Consumer,APAC,827.55,5,397.2
01-06-2011,Corporate,EU,449.64,4,58.44
20-10-2014,Consumer,APAC,640.656,2,234.876
14-04-2014,Consumer,EU,211.92,5,-50.43
15-04-2014,Corporate,APAC,227.745,3,-141.255
19-06-2014,Home Office,EU,800.64,8,144
22-03-2011,Consumer,APAC,273.18,2,46.44
09-01-2013,Consumer,APAC,312.576,4,-210.384
31-07-2013,Consumer,US,1036.624,2,51.8312
16-03-2013,Corporate,LATAM,644.448,7,64.428
30-06-2012,Home Office,EU,522.48,5,-78.42
01-11-2013,Corporate,APAC,375.165,3,65.025
03-02-2014,Consumer,EMEA,207.648,4,-197.352
24-05-2013,Home Office,LATAM,626.80224,8,-916.71776
13-08-2014,Home Office,APAC,725.3415,9,122.7015
07-11-2011,Home Office,APAC,830.7,5,373.8
25-08-2012,Corporate,LATAM,370.52,2,66.68
18-12-2013,Corporate,LATAM,229.2,5,-38.2
22-08-2014,Consumer,US,866.4,4,225.264
02-03-2013,Consumer,US,836.592,8,-264.9208
02-03-2012,Corporate,EU,1239.462,7,468.132
09-06-2012,Consumer,APAC,269.22,2,78.06
31-10-2013,Corporate,LATAM,523.23144,3,198.15144
23-03-2013,Consumer,EU,859.32,6,42.84
06-09-2013,Consumer,APAC,507.924,4,186.204
10-05-2012,Corporate,APAC,334.68,4,83.64
15-06-2013,Corporate,EU,1071.441,7,285.621
05-07-2012,Consumer,EU,518.85,5,72.6
05-06-2012,Corporate,US,1522.638,9,169.182
14-03-2011,Home Office,US,574.91,2,156.047
09-05-2013,Home Office,APAC,246.6945,3,-125.2755
25-12-2012,Corporate,US,547.136,4,-68.392
16-12-2014,Consumer,EU,228.78,2,36.6
20-12-2011,Consumer,US,1103.97,3,496.7865
11-07-2011,Consumer,APAC,600.84,8,-152.28
18-06-2013,Corporate,APAC,636.3,2,-165.48
05-09-2011,Consumer,EU,1076.004,6,23.904
10-05-2014,Consumer,Africa,541.77,1,200.43
02-01-2012,Corporate,US,1188,9,-950.4
17-12-2012,Consumer,EMEA,542.34,1,244.05
24-06-2014,Consumer,LATAM,474.8,5,137.6
07-04-2012,Home Office,LATAM,707,5,226.2
25-12-2013,Consumer,EU,540.324,2,5.964
18-03-2013,Consumer,LATAM,676.2,14,168.84
05-12-2014,Home Office,APAC,2105.04,4,715.68
06-06-2013,Consumer,LATAM,657.216,3,238.236
25-09-2013,Consumer,LATAM,395.88,5,-250.82
01-11-2011,Consumer,EU,770.22,10,38.22
14-08-2013,Consumer,EU,813.8325,5,95.6325
28-03-2014,Home Office,LATAM,634.96752,3,-1.27248
18-06-2013,Consumer,US,239.666,2,14.098
25-11-2013,Corporate,LATAM,351.68,7,0
12-02-2014,Home Office,Africa,499.56,1,89.91
08-05-2014,Corporate,APAC,747.63,6,-159.57
17-09-2013,Home Office,EU,462.24,4,92.4
30-08-2011,Consumer,APAC,728.64,4,225.84
05-06-2011,Consumer,LATAM,991.44,6,-297.48
30-07-2013,Consumer,US,704.76,5,26.4285
02-11-2011,Consumer,EMEA,177.66,6,62.1
05-02-2013,Home Office,US,239.98,2,52.7956
26-02-2013,Consumer,EU,456.192,6,-25.488
09-08-2012,Home Office,EU,644.436,4,-60.684
21-03-2012,Consumer,US,962.08,4,156.338
17-12-2014,Home Office,EMEA,278.46,1,75.18
11-11-2014,Consumer,APAC,551.286,3,24.426
29-09-2012,Corporate,EU,217.89,9,-87.21
25-05-2012,Consumer,EU,370.56,8,96.24
21-08-2014,Home Office,EU,977.022,3,271.332
26-09-2014,Home Office,APAC,587.79,5,189.39
20-09-2011,Consumer,US,493.43,5,-70.49
07-10-2013,Consumer,LATAM,705.72,6,148.2
15-05-2012,Corporate,LATAM,291.792,2,-165.368
23-04-2014,Home Office,APAC,298.2,4,116.28
16-05-2014,Consumer,Africa,602.28,6,204.66
29-11-2012,Corporate,US,523.48,4,130.87
03-06-2014,Home Office,LATAM,635.90848,8,-786.17152
23-09-2011,Corporate,LATAM,410.76,2,131.44
30-07-2013,Corporate,APAC,254.94,2,73.92
09-08-2013,Corporate,LATAM,422.928,6,-162.192
19-11-2013,Corporate,EU,468.792,4,181.992
04-03-2014,Consumer,US,1049.44,8,440.7648
25-10-2014,Consumer,LATAM,2460.96,8,49.12
20-06-2011,Consumer,US,509.488,7,-127.372
07-05-2012,Consumer,APAC,225.72,5,22.47
19-08-2014,Corporate,US,1000.02,7,290.0058
07-08-2012,Consumer,LATAM,340.38,3,112.32
11-04-2014,Corporate,APAC,210.78,3,86.4
25-04-2011,Home Office,Africa,504,4,216.72
06-06-2014,Home Office,LATAM,565.32,6,129.96
20-12-2012,Consumer,EU,426.24,5,-170.61
12-04-2014,Consumer,Africa,1001.76,2,110.16
24-12-2013,Consumer,APAC,669.78,2,214.32
06-12-2012,Consumer,APAC,364.92,1,62.01
30-01-2011,Corporate,APAC,161.892,2,-29.688
01-08-2014,Home Office,US,849.95,5,390.977
14-03-2013,Home Office,US,157.92,5,17.766
07-02-2012,Corporate,EU,434.04,4,160.56
02-12-2013,Home Office,US,1112.94,3,222.588
19-09-2012,Consumer,EU,296.64,2,133.44
28-12-2012,Consumer,EU,324.819,2,34.359
10-05-2014,Corporate,US,207,3,25.875
20-03-2013,Consumer,APAC,489.0858,14,164.8458
09-03-2014,Corporate,US,647.84,8,168.4384
18-12-2014,Consumer,EU,632.07,5,-158.13
19-05-2014,Corporate,LATAM,764.928,3,-306.012
18-02-2014,Consumer,APAC,495.18,6,79.2
08-06-2011,Corporate,EU,859.653,3,-0.027
12-09-2014,Corporate,APAC,576,8,270.72
30-01-2013,Consumer,US,626.1,3,-538.446
27-09-2011,Consumer,APAC,1100.52,3,473.22
31-12-2012,Consumer,EU,273.564,2,103.344
20-01-2014,Home Office,Africa,354.12,4,14.16
22-11-2012,Consumer,APAC,613.71,5,211.26
16-08-2014,Consumer,LATAM,725.7,3,94.32
13-11-2014,Consumer,APAC,632.07,3,101.07
13-10-2011,Home Office,APAC,263.106,1,-122.784
24-12-2013,Home Office,LATAM,789.936,3,197.436
30-07-2013,Corporate,EU,780.57,5,164.67
13-12-2013,Consumer,EU,776.16,4,186.24
30-07-2012,Corporate,APAC,195.78,2,76.32
26-11-2014,Consumer,Africa,1233.84,4,407.16
31-08-2011,Consumer,APAC,483.552,5,-152.448
31-05-2014,Corporate,APAC,325.44,6,136.62
18-12-2014,Consumer,US,544.38,3,157.8702
18-06-2012,Consumer,APAC,334.8,5,78
14-11-2014,Consumer,APAC,840.15,5,100.8
11-04-2014,Corporate,LATAM,879,5,-556.7
31-05-2012,Home Office,EU,555.138,4,-1924.542
16-11-2012,Home Office,APAC,810.54,5,-63.06
17-01-2014,Home Office,APAC,685.8,5,157.65
03-01-2013,Corporate,US,1592.85,7,350.427
11-09-2014,Corporate,EU,513.12,2,215.46
23-09-2011,Corporate,US,435.999,3,20.5176
05-02-2013,Home Office,US,348.84,9,170.9316
27-05-2014,Consumer,LATAM,698.04112,4,131.48112
14-03-2012,Consumer,US,671.94,3,315.8118
30-11-2013,Consumer,APAC,504.9,3,237.24
26-10-2013,Consumer,LATAM,336.36,3,36.96
08-10-2014,Consumer,EU,339.36,2,61.08
28-08-2013,Corporate,Africa,597.84,2,263.04
12-07-2013,Home Office,EU,499.2,10,164.7
20-10-2011,Home Office,APAC,966.3444,7,51.7944
07-10-2014,Home Office,LATAM,332,5,23.2
23-07-2014,Consumer,APAC,195.12,4,46.8
01-12-2011,Consumer,US,271.9,2,78.851
05-03-2012,Consumer,US,383.607,7,63.9345
22-05-2012,Corporate,EU,827.334,2,156.234
02-06-2011,Consumer,APAC,413.3943,3,182.1843
02-08-2011,Consumer,Africa,178.254,2,-368.406
07-08-2012,Consumer,US,212.94,3,34.0704
16-07-2012,Home Office,APAC,761.832,6,-444.528
04-04-2012,Consumer,LATAM,279.74624,4,-120.97376
19-11-2013,Corporate,EU,198.24,8,63.36
23-03-2011,Consumer,Africa,512.76,4,194.76
15-10-2011,Consumer,LATAM,703.16,2,161.72
25-09-2014,Consumer,LATAM,473.616,5,61.716
07-01-2011,Home Office,US,391.98,2,113.6742
09-12-2012,Consumer,APAC,1140.3,4,-638.58
26-09-2012,Home Office,APAC,764.775,5,118.875
22-05-2014,Corporate,APAC,205.68,4,80.16
03-09-2013,Consumer,US,472.518,3,-149.6307
20-01-2012,Consumer,APAC,656.532,2,145.872
07-10-2011,Corporate,EMEA,1017.936,4,-814.464
08-01-2013,Consumer,LATAM,171.312,4,-22.848
03-12-2012,Consumer,APAC,1409.04,3,436.77
07-12-2012,Home Office,Africa,493.32,4,138.12
27-06-2012,Home Office,EU,672.5115,3,221.5215
22-11-2012,Consumer,APAC,891.405,5,158.355
17-07-2013,Home Office,EU,190.89,7,32.34
04-08-2014,Consumer,EU,512.19,3,46.08
09-10-2014,Consumer,LATAM,384.34656,3,-162.01344
15-07-2013,Corporate,US,579.136,4,21.7176
09-11-2012,Consumer,US,1024.38,7,215.1198
13-03-2014,Consumer,APAC,1582.95,5,332.4
16-11-2013,Corporate,EU,242.298,2,99.558
25-04-2014,Consumer,US,552,10,34.5
01-11-2014,Consumer,EMEA,397.8,2,111.36
25-09-2012,Consumer,Africa,561.54,1,101.07
22-06-2012,Corporate,APAC,565.32,4,163.92
06-08-2012,Corporate,EMEA,336.06,2,77.28
21-12-2012,Home Office,US,637.44,8,135.456
04-10-2012,Consumer,EU,837,2,288.3
05-10-2013,Corporate,LATAM,1130.832,6,-169.728
17-12-2011,Consumer,EU,748.116,4,282.516
24-04-2013,Home Office,APAC,286.26,2,19.98
03-01-2013,Home Office,Canada,319.92,1,15.99
07-10-2014,Consumer,EU,799.83,3,167.94
26-04-2013,Consumer,APAC,395.88,2,71.22
08-09-2011,Consumer,US,303.84,8,91.152
11-06-2013,Home Office,APAC,548.9046,3,253.7946
21-04-2012,Consumer,APAC,228.15,3,86.67
05-09-2013,Corporate,APAC,804.168,6,-89.352
07-11-2013,Corporate,US,207.984,2,-28.5978
26-07-2012,Consumer,Africa,896.76,6,161.28
